銘柄コード,銘柄名,市場名,日経225採用銘柄
6333,(株)帝国電機製作所,東証1部,
6334,明治機械(株),東証2部,
6335,(株)東京機械製作所,東証1部,
6336,(株)石井表記,東証2部,
6337,(株)テセック,東証JQS,
6338,(株)タカトリ,東証2部,
6339,新東工業(株),東証1部,
6340,澁谷工業(株),東証1部,
6342,(株)太平製作所,東証2部,
6343,フリージア・マクロス(株),東証2部,
6345,(株)アイチコーポレーション,東証1部,
6346,キクカワエンタープライズ(株),東証2部,
6347,(株)プラコー,東証JQS,
6349,(株)小森コーポレーション,東証1部,
6351,(株)鶴見製作所,東証1部,
6355,住友精密工業(株),東証1部,
6356,日本ギア工業(株),東証2部,
6357,三精テクノロジーズ(株),東証2部,
6358,酒井重工業(株),東証1部,
6360,(株)東京自働機械製作所,東証2部,
6361,荏原,東証1部,1
6362,(株)石井鐵工所,東証1部,
6363,(株)酉島製作所,東証1部,
6364,北越工業(株),東証1部,
6365,(株)電業社機械製作所,東証2部,
6366,千代田化工建設(株),東証1部,1
6367,ダイキン工業(株),東証1部,1
6368,オルガノ(株),東証1部,
6369,トーヨーカネツ(株),東証1部,
6370,栗田工業(株),東証1部,
6371,(株)椿本チエイン,東証1部,
6373,大同工業(株),東証1部,
6376,日機装(株),東証1部,
6378,木村化工機(株),東証1部,
6379,新興プランテック(株),東証1部,
6380,オリエンタルチエン工業(株),東証2部,
6381,アネスト岩田(株),東証1部,
6382,トリニティ工業(株),東証2部,
6383,(株)ダイフク,東証1部,
6384,(株)昭和真空,東証JQS,
6387,サムコ(株),東証1部,
6390,(株)加藤製作所,東証1部,
6391,(株)加地テック,東証2部,
6392,(株)ヤマダコーポレーション,東証2部,
6393,油研工業(株),東証1部,
6395,(株)タダノ,東証1部,
6396,(株)宇野澤組鐵工所,東証2部,
6397,(株)郷鉄工所,東証2部,
6400,不二精機(株),東証JQS,
6402,兼松エンジニアリング(株),東証2部,
6403,水道機工(株),東証JQS,
6405,鈴茂器工(株),東証JQS,
6406,フジテック(株),東証1部,
6407,ＣＫＤ(株),東証1部,
6408,小倉クラッチ(株),東証JQS,
6409,(株)キトー,東証1部,
6411,中野冷機(株),東証JQS,
6412,(株)平和,東証1部,
6413,理想科学工業(株),東証1部,
6414,川重冷熱工業(株),東証JQS,
6416,桂川電機(株),東証JQS,
6417,(株)ＳＡＮＫＹＯ,東証1部,
6418,日本金銭機械(株),東証1部,
6419,(株)マースエンジニアリング,東証1部,
6420,福島工業(株),東証1部,
6424,(株)高見沢サイバネティックス,東証JQS,
6425,(株)ユニバーサルエンターテインメント,東証JQS,
6428,(株)オーイズミ,東証1部,
6430,ダイコク電機(株),東証1部,
6432,(株)竹内製作所,東証1部,
6433,ヒーハイスト精工(株),東証JQS,
6436,アマノ(株),東証1部,
6439,中日本鋳工(株),名証2部,
6440,ＪＵＫＩ(株),東証1部,
6444,サンデンホールディングス(株),東証1部,
6445,蛇の目ミシン工業(株),東証1部,
6448,ブラザー工業(株),東証1部,
6454,マックス(株),東証1部,
6455,(株)モリタホールディングス,東証1部,
6457,グローリー(株),東証1部,
6458,新晃工業(株),東証1部,
6459,大和冷機工業(株),東証1部,
6460,セガサミーホールディングス(株),東証1部,
6461,日本ピストンリング(株),東証1部,
6462,(株)リケン,東証1部,
6463,ＴＰＲ(株),東証1部,
6464,(株)ツバキ・ナカシマ,東証1部,
6465,ホシザキ(株),東証1部,
6466,東亜バルブエンジニアリング(株),東証2部,
6467,(株)ニチダイ,東証JQS,
6469,(株)放電精密加工研究所,東証JQS,
6470,大豊工業(株),東証1部,
6471,日本精工(株),東証1部,1
6472,ＮＴＮ(株),東証1部,1
6473,(株)ジェイテクト,東証1部,1
6474,(株)不二越,東証1部,
6478,ダイベア(株),東証2部,
6479,ミネベアミツミ(株),東証1部,1
6480,日本トムソン(株),東証1部,
6481,ＴＨＫ(株),東証1部,
6482,(株)ユーシン精機,東証1部,
6484,(株)ＫＶＫ,東証JQS,
6485,前澤給装工業(株),東証1部,
6486,イーグル工業(株),東証1部,
6488,(株)ヨシタケ,東証JQS,
6489,前澤工業(株),東証1部,
6490,日本ピラー工業(株),東証1部,
6492,岡野バルブ製造(株),東証2部,
6493,日鍛バルブ(株),東証2部,
6494,(株)ＮＦＫホールディングス,東証JQS,
6495,(株)宮入バルブ製作所,東証2部,
6496,(株)中北製作所,東証2部,
6497,(株)ハマイ,東証JQS,
6498,(株)キッツ,東証1部,
6501,(株)日立製作所,東証1部,1
6502,(株)東芝,東証1部,1
6503,三菱電機(株),東証1部,1
6504,富士電機(株),東証1部,1
6505,東洋電機製造(株),東証1部,
6506,(株)安川電機,東証1部,1
6507,シンフォニアテクノロジー(株),東証1部,
6508,(株)明電舎,東証1部,1
6513,オリジン電気(株),東証1部,
6516,山洋電気(株),東証1部,
6517,デンヨー(株),東証1部,
6518,三相電機(株),東証JQS,
6531,リファインバース(株),マザーズ,
6532,(株)ベイカレント・コンサルティング,マザーズ,
6533,(株)Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,マザーズ,
6534,Ｄ．Ａ．コンソーシアムホールディングス(株),東証2部,
6535,(株)アイモバイル,マザーズ,
6537,ＷＡＳＨハウス(株),マザーズ,
6538,(株)キャリアインデックス,マザーズ,
6539,(株)ＭＳ?Ｊａｐａｎ,マザーズ,
6540,(株)船場,東証2部,
6541,グレイステクノロジー(株),マザーズ,
6542,(株)ＦＣホールディングス,東証JQS,
6543,(株)日宣,東証JQS,
6544,ジャパンエレベーターサービスホールディングス(株),マザーズ,
6545,(株)インターネットインフィニティー,マザーズ,
6546,フルテック(株),東証2部,
6547,(株)グリーンズ,東証2部,
6548,(株)旅工房,マザーズ,
6549,ディーエムソリューションズ(株),東証JQS,
6550,Ｆｒｉｎｇｅ８１(株),マザーズ,
6551,(株)ツナグ・ソリューションズ,マザーズ,
6552,(株)ＧａｍｅＷｉｔｈ,マザーズ,
6553,ソウルドアウト(株),マザーズ,
6581,日立工機(株),東証1部,
6584,三桜工業(株),東証1部,
6586,(株)マキタ,東証1部,
6588,東芝テック(株),東証1部,
6590,芝浦メカトロニクス(株),東証1部,
6591,西芝電機(株),東証2部,
6592,マブチモーター(株),東証1部,
6594,日本電産(株),東証1部,
6615,ユー・エム・シー・エレクトロニクス(株),東証1部,
6616,トレックス・セミコンダクター(株),東証2部,
6617,(株)東光高岳,東証1部,
6618,(株)大泉製作所,マザーズ,
6619,ダブル・スコープ(株),東証1部,
6620,宮越ホールディングス(株),東証1部,
6622,(株)ダイヘン,東証1部,
6623,愛知電機(株),名証1部,
6624,田淵電機(株),東証1部,
6625,ＪＡＬＣＯホールディングス(株),東証JQS,
6626,ＳＥＭＩＴＥＣ(株),東証JQS,
6627,(株)テラプローブ,マザーズ,
6628,オンキヨー(株),東証JQS,
6629,テクノホライゾン・ホールディングス(株),東証JQS,
6630,ヤーマン(株),東証1部,
6632,(株)ＪＶＣケンウッド,東証1部,
6633,(株)Ｃ＆Ｇシステムズ,東証JQS,
6634,(株)ネクスグループ,東証JQS,
6635,(株)大日光・エンジニアリング,東証JQS,
6636,(株)ソルガム・ジャパン・ホールディングス,東証JQS,
6637,寺崎電気産業(株),東証JQS,
6638,(株)ミマキエンジニアリング,東証1部,
6639,(株)コンテック,東証2部,
6640,第一精工(株),東証1部,
6641,日新電機(株),東証1部,
6643,(株)戸上電機製作所,東証2部,
6644,大崎電気工業(株),東証1部,
6645,オムロン(株),東証1部,
6647,森尾電機(株),東証2部,
6648,(株)かわでん,東証JQS,
6651,日東工業(株),東証1部,
6652,ＩＤＥＣ(株),東証1部,
6653,(株)正興電機製作所,福証,
6654,不二電機工業(株),東証1部,
6655,東洋電機(株),名証2部,
6656,インスペック(株),マザーズ,
6658,シライ電子工業(株),東証JQS,
6659,(株)メディアリンクス,東証JQS,
6662,(株)ユビテック,東証JQS,
6663,太洋工業(株),東証JQS,
6664,(株)オプトエレクトロニクス,東証JQS,
6666,リバーエレテック(株),東証JQS,
6668,(株)アドテック　プラズマ　テクノロジー,東証2部,
6669,シーシーエス(株),東証JQS,
6670,(株)ＭＣＪ,東証2部,
6674,(株)ジーエス・ユアサ　コーポレーション,東証1部,1
6675,サクサホールディングス(株),東証1部,
6676,(株)メルコホールディングス,東証1部,
6677,(株)エスケーエレクトロニクス,東証JQS,
6678,(株)テクノメディカ,東証1部,
6694,(株)ズーム,東証JQS,
6696,(株)トランザス,,
6701,ＮＥＣ,東証1部,1
6702,富士通(株),東証1部,1
6703,ＯＫＩ,東証1部,1
6704,岩崎通信機(株),東証1部,
6706,電気興業(株),東証1部,
6707,サンケン電気(株),東証1部,
6709,明星電気(株),東証2部,
6715,(株)ナカヨ,東証1部,
6716,テクニカル電子(株),東証JQS,
6718,アイホン(株),東証1部,
6719,富士通コンポーネント(株),東証2部,
6721,ウインテスト(株),東証2部,
6722,(株)エイアンドティー,東証JQS,
6723,ルネサスエレクトロニクス(株),東証1部,
6724,セイコーエプソン(株),東証1部,
6727,(株)ワコム,東証1部,
6728,(株)アルバック,東証1部,
6730,(株)アクセル,東証1部,
6731,(株)ピクセラ,東証2部,
6734,(株)ニューテック,東証JQS,
6736,サン電子(株),東証JQS,
6737,ＥＩＺＯ(株),東証1部,
6740,(株)ジャパンディスプレイ,東証1部,
6741,日本信号(株),東証1部,
6742,(株)京三製作所,東証1部,
6743,大同信号(株),東証2部,
6744,能美防災(株),東証1部,
6745,ホーチキ(株),東証1部,
6747,ＫＩホールディングス(株),東証2部,
6748,星和電機(株),東証2部,
6750,エレコム(株),東証1部,
6751,日本無線(株),東証1部,
6752,パナソニック(株),東証1部,1
6753,シャープ(株),東証2部,
6754,アンリツ(株),東証1部,
6755,(株)富士通ゼネラル,東証1部,
6756,(株)日立国際電気,東証1部,
6757,(株)ＯＳＧコーポレーション,東証JQS,
6758,ソニー(株),東証1部,1
6762,ＴＤＫ(株),東証1部,1
6763,帝国通信工業(株),東証1部,
6768,(株)タムラ製作所,東証1部,
6769,ザインエレクトロニクス(株),東証JQS,
6770,アルプス電気(株),東証1部,1
6771,池上通信機(株),東証1部,
6772,東京コスモス電機(株),東証2部,
6773,パイオニア(株),東証1部,1
6775,(株)ＴＢグループ,東証2部,
6776,天昇電気工業(株),東証2部,
6777,ｓａｎｔｅｃ(株),東証JQS,
6778,(株)アルチザネットワークス,東証2部,
6779,日本電波工業(株),東証1部,
6785,(株)鈴木,東証1部,
6786,(株)ＲＶＨ,東証2部,
6787,(株)メイコー,東証JQS,
6788,(株)日本トリム,東証1部,
6789,ローランド　ディー．ジー．(株),東証1部,
6791,日本コロムビア(株),東証1部,
6794,フォスター電機(株),東証1部,
6796,クラリオン(株),東証1部,
6797,名古屋電機工業(株),名証2部,
6798,ＳＭＫ(株),東証1部,
6800,(株)ヨコオ,東証1部,
6803,ティアック(株),東証1部,
6804,ホシデン(株),東証1部,
6806,ヒロセ電機(株),東証1部,
6807,日本航空電子工業(株),東証1部,
6809,ＴＯＡ(株),東証1部,
6810,日立マクセル(株),東証1部,
6814,古野電気(株),東証1部,
6815,ユニデンホールディングス(株),東証1部,
6816,アルパイン(株),東証1部,
6817,スミダコーポレーション(株),東証1部,
6819,伊豆シャボテンリゾート(株),東証JQS,
6820,アイコム(株),東証1部,
6822,大井電気(株),東証JQS,
6823,リオン(株),東証1部,
6824,新コスモス電機(株),東証JQS,
6826,本多通信工業(株),東証1部,
6832,アオイ電子(株),東証2部,
6834,(株)精工技研,東証JQS,
6835,アライドテレシスホールディングス(株),東証2部,
6836,ぷらっとホーム(株),東証2部,
6837,(株)京写,東証JQS,
6838,(株)多摩川ホールディングス,東証JQS,
6839,船井電機(株),東証1部,
6840,(株)ＡＫＩＢＡホールディングス,東証JQS,
6841,横河電機(株),東証1部,1
6844,新電元工業(株),東証1部,
6845,アズビル(株),東証1部,
6846,(株)中央製作所,名証2部,
6848,東亜ディーケーケー(株),東証1部,
6849,日本光電,東証1部,
6850,(株)チノー,東証1部,
6852,(株)テクノ・セブン,東証JQS,
6853,(株)共和電業,東証1部,
6855,日本電子材料(株),東証1部,
6856,(株)堀場製作所,東証1部,
6857,(株)アドバンテスト,東証1部,1
6858,(株)小野測器,東証1部,
6859,エスペック(株),東証1部,
6861,(株)キーエンス,東証1部,
6862,ミナトホールディングス(株),東証JQS,
6863,(株)ニレコ,東証JQS,
6864,(株)エヌエフ回路設計ブロック,東証JQS,
6866,ＨＩＯＫＩ(株),東証1部,
6867,リーダー電子(株),東証JQS,
6869,シスメックス(株),東証1部,
6870,日本フェンオール(株),東証2部,
6871,(株)日本マイクロニクス,東証1部,
6874,協立電機(株),東証JQS,
6875,(株)メガチップス,東証1部,
6877,ＯＢＡＲＡ　ＧＲＯＵＰ(株),東証1部,
6879,(株)イマジカ・ロボット　ホールディングス,東証1部,
6881,(株)キョウデン,東証2部,
6882,(株)三社電機製作所,東証2部,
6888,アクモス(株),東証JQS,
6889,オーデリック(株),東証JQS,
6890,(株)フェローテックホールディングス,東証JQS,
6894,パルステック工業(株),東証2部,
6895,ダイヤモンド電機(株),東証2部,
6896,北川工業(株),名証2部,
6897,ツインバード工業(株),東証2部,
6898,トミタ電機(株),東証JQS,
6899,ＡＳＴＩ(株),東証2部,
6901,澤藤電機(株),東証1部,
6902,(株)デンソー,東証1部,1
6904,原田工業(株),東証JQS,
6905,コーセル(株),東証1部,
6907,ジオマテック(株),東証JQS,
6908,イリソ電子工業(株),東証1部,
6911,新日本無線(株),東証1部,
6912,菊水電子工業(株),東証JQS,
6914,オプテックスグループ(株),東証1部,
6915,千代田インテグレ(株),東証1部,
6916,(株)アイ・オー・データ機器,東証1部,
6918,(株)アバールデータ,東証JQS,
6919,ケル(株),東証JQS,
6920,レーザーテック(株),東証1部,
6923,スタンレー電気(株),東証1部,
6924,岩崎電気(株),東証1部,
6925,ウシオ電機(株),東証1部,
6926,岡谷電機産業(株),東証1部,
6927,ヘリオス　テクノ　ホールディング(株),東証1部,
6928,(株)エノモト,東証JQS,
6929,日本セラミック(株),東証1部,
6930,日本アンテナ(株),東証JQS,
6932,(株)遠藤照明,東証1部,
6937,古河電池(株),東証1部,
6938,双信電機(株),東証1部,
6941,山一電機(株),東証1部,
6942,(株)ソフィアホールディングス,東証JQS,
6943,ＮＫＫスイッチズ(株),東証JQS,
6944,(株)アイレックス,東証JQS,
6945,富士通フロンテック(株),東証2部,
6946,日本アビオニクス(株),東証2部,
6947,(株)図研,東証1部,
6951,日本電子(株),東証1部,
6952,カシオ計算機(株),東証1部,1
6954,ファナック(株),東証1部,1
6955,ＦＤＫ(株),東証2部,
6957,(株)芝浦電子,東証JQS,
6958,日本ＣＭＫ(株),東証1部,
6960,フクダ電子(株),東証JQS,
6961,(株)エンプラス,東証1部,
6962,(株)大真空,東証1部,
6963,ローム(株),東証1部,
6964,(株)サンコー,東証2部,
6965,浜松ホトニクス(株),東証1部,
6966,(株)三井ハイテック,東証1部,
6967,新光電気工業(株),東証1部,
6969,松尾電機(株),東証2部,
6971,京セラ(株),東証1部,1
6972,エルナー(株),東証2部,
6973,協栄産業(株),東証1部,
6976,太陽誘電(株),東証1部,1
6977,(株)日本抵抗器製作所,東証2部,
6981,(株)村田製作所,東証1部,
6982,(株)リード,東証2部,
6985,(株)ユーシン,東証1部,
6986,双葉電子工業(株),東証1部,
6988,日東電工(株),東証1部,1
6989,北陸電気工業(株),東証1部,
6993,大黒屋ホールディングス(株),東証2部,
6994,(株)指月電機製作所,東証2部,
6995,(株)東海理化,東証1部,
6996,ニチコン(株),東証1部,
6997,日本ケミコン(株),東証1部,
6998,日本タングステン(株),東証2部,
6999,ＫＯＡ(株),東証1部,
7003,三井造船(株),東証1部,1
7004,日立造船(株),東証1部,1
7011,三菱重工業(株),東証1部,1
7012,川崎重工業(株),東証1部,1
7013,(株)ＩＨＩ,東証1部,1
7014,(株)名村造船所,東証1部,
7018,内海造船(株),東証2部,
7021,(株)ニッチツ,東証2部,
7022,サノヤスホールディングス(株),東証1部,
7102,日本車輌製造(株),東証1部,
7105,ニチユ三菱フォークリフト(株),東証1部,
7122,近畿車輛(株),東証1部,
7148,(株)ＦＰＧ,東証1部,
7150,(株)島根銀行,東証1部,
7157,ライフネット生命保険(株),マザーズ,
7161,(株)じもとホールディングス,東証1部,
7162,アストマックス(株),東証JQS,
7164,全国保証(株),東証1部,
7167,(株)めぶきフィナンシャルグループ,東証1部,
7169,(株)ニュートン・フィナンシャル・コンサルティング,東証JQS,
7172,(株)ジャパンインベストメントアドバイザー,マザーズ,
7173,(株)東京ＴＹフィナンシャルグループ,東証1部,
7175,今村証券(株),東証JQS,
7177,ＧＭＯクリックホールディングス(株),東証JQS,
7180,(株)九州フィナンシャルグループ,東証1部,
7181,(株)かんぽ生命保険,東証1部,
7182,(株)ゆうちょ銀行,東証1部,
7183,あんしん保証(株),マザーズ,
7184,(株)富山第一銀行,東証1部,
7185,ヒロセ通商(株),東証JQS,
7186,(株)コンコルディア・フィナンシャルグループ,東証1部,1
7187,ジェイリース(株),マザーズ,
7189,(株)西日本フィナンシャルホールディングス,東証1部,
7190,(株)マーキュリアインベストメント,東証2部,
7191,(株)イントラスト,マザーズ,
7192,日本モーゲージサービス(株),東証JQS,
7201,日産自動車(株),東証1部,1
7202,いすゞ自動車(株),東証1部,1
7203,トヨタ自動車(株),東証1部,1
7205,日野自動車(株),東証1部,1
7208,(株)カネミツ,東証2部,
7211,三菱自動車(株),東証1部,1
7212,(株)エフテック,東証1部,
7213,レシップホールディングス(株),東証1部,
7214,ＧＭＢ(株),東証1部,
7215,(株)ファルテック,東証1部,
7217,(株)テイン,東証JQS,
7218,田中精密工業(株),東証JQS,
7219,(株)エッチ・ケー・エス,東証JQS,
7220,武蔵精密工業(株),東証1部,
7222,日産車体(株),東証1部,
7224,新明和工業(株),東証1部,
7226,極東開発工業(株),東証1部,
7227,アスカ(株),名証2部,
7228,(株)デイトナ,東証JQS,
7229,(株)ユタカ技研,東証JQS,
7230,日信工業(株),東証1部,
7231,トピー工業(株),東証1部,
7235,東京ラヂエーター製造(株),東証2部,
7236,(株)ティラド,東証1部,
7238,曙ブレーキ工業(株),東証1部,
7239,(株)タチエス,東証1部,
7240,ＮＯＫ(株),東証1部,
7241,フタバ産業(株),東証1部,
7242,ＫＹＢ(株),東証1部,
7244,市光工業(株),東証1部,
7245,大同メタル工業(株),東証1部,
7246,プレス工業(株),東証1部,
7247,(株)ミクニ,東証1部,
7249,尾張精機(株),名証2部,
7250,太平洋工業(株),東証1部,
7251,(株)ケーヒン,東証1部,
7254,(株)ユニバンス,東証2部,
7255,(株)桜井製作所,東証JQS,
7256,河西工業(株),東証1部,
7259,アイシン精機(株),東証1部,
7260,富士機工(株),東証1部,
7261,マツダ(株),東証1部,1
7264,(株)ムロコーポレーション,東証JQS,
7265,エイケン工業(株),東証JQS,
7266,(株)今仙電機製作所,東証1部,
7267,ホンダ,東証1部,1
7268,(株)タツミ,東証JQS,
7269,スズキ(株),東証1部,1
7270,(株)ＳＵＢＡＲＵ,東証1部,1
7271,(株)安永,東証1部,
7272,ヤマハ発動機(株),東証1部,1
7273,(株)イクヨ,東証2部,
7274,(株)ショーワ,東証1部,
7276,(株)小糸製作所,東証1部,
7277,(株)ＴＢＫ,東証1部,
7278,(株)エクセディ,東証1部,
7279,(株)ハイレックスコーポレーション,東証2部,
7280,(株)ミツバ,東証1部,
7282,豊田合成(株),東証1部,
7283,愛三工業(株),東証1部,
7284,盟和産業(株),東証1部,
7287,日本精機(株),東証2部,
7291,日本プラスト(株),東証2部,
7292,(株)村上開明堂,東証2部,
7294,(株)ヨロズ,東証1部,
7296,(株)エフ・シー・シー,東証1部,
7297,(株)カーメイト,東証JQS,
7298,八千代工業(株),東証JQS,
7299,フジオーゼックス(株),東証2部,
7305,新家工業(株),東証1部,
7308,(株)ツノダ,名証2部,
7309,(株)シマノ,東証1部,
7312,タカタ(株),東証1部,
7313,テイ・エス　テック(株),東証1部,
7314,(株)小田原機器,東証JQS,
7315,ＩＪＴテクノロジーホールディングス(株),東証2部,
7399,(株)ナンシン,東証JQS,
7404,昭和飛行機工業(株),東証2部,
7408,(株)ジャムコ,東証1部,
7412,(株)アトム,東証2部,
7413,(株)創健社,東証JQS,
7414,小野建(株),東証1部,
7416,(株)はるやまホールディングス,東証1部,
7417,(株)南陽,福証,
7419,(株)ノジマ,東証1部,
7420,佐鳥電機(株),東証1部,
7421,カッパ・クリエイト(株),東証1部,
7422,東邦レマック(株),東証JQS,
7425,初穂商事(株),東証JQS,
7426,(株)山大,東証JQS,
7427,エコートレーディング(株),東証1部,
7433,伯東(株),東証1部,
7434,(株)オータケ,東証JQS,
7435,(株)ナ・デックス,東証JQS,
7438,コンドーテック(株),東証1部,
7441,(株)Ｍｉｓｕｍｉ,福証,
7442,中山福(株),東証1部,
7443,横浜魚類(株),東証JQS,
7444,ハリマ共和物産(株),東証2部,
7445,(株)ライトオン,東証1部,
7446,東北化学薬品(株),東証JQS,
7447,ナガイレーベン(株),東証1部,
7448,(株)ジーンズメイト,東証1部,
7450,(株)サンデー,東証JQS,
7451,三菱食品(株),東証1部,
7453,(株)良品計画,東証1部,
7455,(株)三城ホールディングス,東証1部,
7456,松田産業(株),東証1部,
7458,(株)第一興商,東証1部,
7459,(株)メディパルホールディングス,東証1部,
7460,(株)ヤギ,東証2部,
7461,(株)キムラ,東証JQS,
7462,ダイヤ通商(株),東証JQS,
7463,(株)アドヴァン,東証1部,
7464,セフテック(株),東証JQS,
7465,マックスバリュ北海道(株),東証JQS,
7466,ＳＰＫ(株),東証1部,
7467,萩原電気(株),東証1部,
7472,(株)鳥羽洋行,東証JQS,
7475,アルビス(株),東証1部,
7476,アズワン(株),東証1部,
7477,ムラキ(株),東証JQS,
7480,スズデン(株),東証1部,
7481,尾家産業(株),東証1部,
7482,(株)シモジマ,東証1部,
7483,(株)ドウシシャ,東証1部,
7485,岡谷鋼機(株),名証1部,
7486,サンリン(株),東証JQS,
7487,小津産業(株),東証1部,
7488,(株)ヤガミ,名証2部,
7490,日新商事(株),東証2部,
7494,(株)コナカ,東証1部,
7500,西川計測(株),東証JQS,
7501,(株)ティムコ,東証JQS,
7502,(株)プラザクリエイト,東証JQS,
7504,(株)高速,東証1部,
7505,扶桑電通(株),東証2部,
7506,(株)ハウス　オブ　ローゼ,東証1部,
7508,(株)Ｇ?７ホールディングス,東証1部,
7509,アイエーグループ(株),東証JQS,
7510,(株)たけびし,東証1部,
7512,イオン北海道(株),東証1部,
7513,(株)コジマ,東証1部,
7514,(株)ヒマラヤ,東証1部,
7515,(株)マルヨシセンター,東証2部,
7516,コーナン商事(株),東証1部,
7517,黒田電気(株),東証1部,
7518,ネットワンシステムズ(株),東証1部,
7519,五洋インテックス(株),東証JQS,
7520,(株)エコス,東証1部,
7521,(株)ムサシ,東証JQS,
7522,ワタミ(株),東証1部,
7523,アールビバン(株),東証JQS,
7524,マルシェ(株),東証1部,
7525,リックス(株),東証1部,
7527,(株)システムソフト,東証1部,
7531,清和中央ホールディングス(株),東証JQS,
7532,(株)ドンキホーテホールディングス,東証1部,
7533,(株)グリーンクロス,福証,
7537,丸文(株),東証1部,
7538,(株)大水,東証2部,
7539,(株)アイナボホールディングス,東証JQS,
7544,(株)スリーエフ,東証2部,
7545,(株)西松屋チェーン,東証1部,
7550,(株)ゼンショーホールディングス,東証1部,
7551,(株)ウェッズ,東証JQS,
7552,(株)ハピネット,東証1部,
7554,(株)幸楽苑ホールディングス,東証1部,
7555,(株)大田花き,東証JQS,
7559,ジーエフシー(株),東証JQS,
7561,(株)ハークスレイ,東証1部,
7562,(株)安楽亭,東証2部,
7564,(株)ワークマン,東証JQS,
7565,萬世電機(株),東証2部,
7567,(株)栄電子,東証JQS,
7570,橋本総業ホールディングス(株),東証1部,
7571,(株)ヤマノホールディングス,東証JQS,
7575,日本ライフライン(株),東証1部,
7577,(株)パスポート,東証JQS,
7578,(株)ニチリョク,東証JQS,
7581,(株)サイゼリヤ,東証1部,
7585,(株)かんなん丸,東証JQS,
7587,(株)ＰＡＬＴＥＫ,東証2部,
7590,(株)タカショー,東証JQS,
7591,(株)エクセル,東証1部,
7593,ＶＴホールディングス(株),東証1部,
7594,マルカキカイ(株),東証1部,
7595,(株)アルゴグラフィックス,東証1部,
7596,(株)魚力,東証1部,
7597,東京貴宝(株),東証JQS,
7599,(株)ＩＤＯＭ,東証1部,
7600,(株)日本エム・ディ・エム,東証1部,
7601,(株)ポプラ,東証1部,
7602,(株)カーチスホールディングス,東証2部,
7603,(株)マックハウス,東証JQS,
7604,(株)梅の花,東証2部,
7605,(株)フジ・コーポレーション,東証1部,
7606,(株)ユナイテッドアローズ,東証1部,
7607,(株)進和,東証1部,
7608,(株)エスケイジャパン,東証1部,
7609,ダイトロン(株),東証1部,
7610,(株)テイツー,東証JQS,
7611,(株)ハイデイ日高,東証1部,
7612,(株)Ｎｕｔｓ,東証JQS,
7613,シークス(株),東証1部,
7614,(株)オーエムツーネットワーク,東証JQS,
7615,京都きもの友禅(株),東証1部,
7616,(株)コロワイド,東証1部,
7618,(株)ピーシーデポコーポレーション,東証1部,
7619,田中商事(株),東証1部,
7621,(株)うかい,東証JQS,
7623,(株)サンオータス,東証JQS,
7624,(株)ＮａＩＴＯ,東証JQS,
7625,(株)グローバルダイニング,東証2部,
7628,(株)オーハシテクニカ,東証1部,
7630,(株)壱番屋,東証1部,
7634,(株)星医療酸器,東証JQS,
7635,杉田エース(株),東証JQS,
7636,(株)ハンズマン,東証JQS,
7637,白銅(株),東証1部,
7638,(株)ＮＥＷ　ＡＲＴ,東証JQS,
7640,(株)トップカルチャー,東証1部,
7643,(株)ダイイチ,東証JQS,
7646,(株)ＰＬＡＮＴ,東証1部,
7647,(株)音通,東証2部,
7648,(株)トーカン,名証2部,
7649,スギホールディングス(株),東証1部,
7701,(株)島津製作所,東証1部,
7702,(株)ＪＭＳ,東証1部,
7703,川澄化学工業(株),東証2部,
7705,ジーエルサイエンス(株),東証2部,
7707,プレシジョン・システム・サイエンス(株),マザーズ,
7709,クボテック(株),東証1部,
7711,助川電気工業(株),東証JQS,
7713,シグマ光機(株),東証JQS,
7715,長野計器(株),東証1部,
7716,(株)ナカニシ,東証JQS,
7717,(株)ブイ・テクノロジー,東証1部,
7718,スター精密(株),東証1部,
7719,(株)東京衡機,東証2部,
7721,東京計器(株),東証1部,
7722,国際計測器(株),東証JQS,
7723,愛知時計電機(株),東証1部,
7725,(株)インターアクション,東証1部,
7726,黒田精工(株),東証2部,
7727,(株)オーバル,東証1部,
7729,(株)東京精密,東証1部,
7730,マニー(株),東証1部,
7731,(株)ニコン,東証1部,1
7732,(株)トプコン,東証1部,
7733,オリンパス(株),東証1部,1
7734,理研計器(株),東証1部,
7735,(株)ＳＣＲＥＥＮホールディングス,東証1部,1
7739,キヤノン電子(株),東証1部,
7740,(株)タムロン,東証1部,
7741,ＨＯＹＡ(株),東証1部,
7743,(株)シード,東証1部,
7744,ノーリツ鋼機(株),東証1部,
7745,(株)エー・アンド・デイ,東証1部,
7746,岡本硝子(株),東証JQS,
7747,朝日インテック(株),東証2部,
7748,(株)ホロン,東証JQS,
7749,メディキット(株),東証JQS,
7751,キヤノン(株),東証1部,1
7752,(株)リコー,東証1部,1
7758,(株)セコニックホールディングス,東証2部,
7760,ＩＭＶ(株),東証JQS,
7762,シチズン時計(株),東証1部,1
7768,ジェコー(株),東証2部,
7769,リズム時計工業(株),東証1部,
7771,日本精密(株),東証JQS,
7774,(株)ジャパン・ティッシュ・エンジニアリング,東証JQG,
7775,大研医器(株),東証1部,
7776,(株)セルシード,東証JQG,
7777,(株)スリー・ディー・マトリックス,東証JQG,
7779,ＣＹＢＥＲＤＹＮＥ(株),マザーズ,
